user_id,username,upassword,first_name,last_name,birthday,uheight,uweight,bmi,num_preg
0,nfp8122,nfp8122,Mary,Walker,1987-01-12,63,120,0.030234315948601664,0
1,nfp8114,nfp8114,Angelica,Smith,1983-11-28,68,185,0.040008650519031144,0
2,nfp8109,nfp8109,Lisa,Patel,1994-03-02,66,180,0.04132231404958678,0
3,nfp8106,nfp8106,Denise,Green,1998-02-24,71,200,0.0396746677246578,0
4,nfp8024,nfp8024,Liz,Nguyen,1999-10-06,65,150,0.03550295857988166,0
5,nfp8020,nfp8020,Valerie,Campbell,1989-07-25,65,155,0.036686390532544376,0
6,nfp8026,nfp8026,Hannah,Gonzales,1983-12-17,67,137,0.030519046558253507,0
7,nfp8030,nfp8030,Norma,Evans,2000-03-28,65,135,0.03195266272189349,0
8,nfp8031,nfp8031,Karen,Santos,1992-11-24,66,136,0.031221303948576674,0
9,nfp8032,nfp8032,Vanessa,Solis,1991-11-05,65,136,0.03218934911242603,0
10,nfp8034,nfp8034,Margaret,Vasquez,1998-07-14,72,178,0.03433641975308642,0
11,nfp8036,nfp8036,Renee,Carter,1996-01-16,63,106,0.02670697908793147,0
12,nfp8040,nfp8040,Sonia,Rios,1998-09-12,69,130,0.027305187985717287,0
13,nfp8041,nfp8041,Katie,Figueroa,1987-06-10,65,180,0.04260355029585799,0
14,nfp8042,nfp8042,Sandy,Pena,1985-09-19,67,187,0.04165738471820005,0
15,nfp8043,nfp8043,Sharon,Gonzalez,1990-04-26,70,168,0.03428571428571429,0
16,nfp8045,nfp8045,Heather,Torres,1985-10-14,63,170,0.04283194759385236,0
17,nfp8046,nfp8046,Lucy,Sandoval,1984-12-14,67,175,0.038984183559812875,0
18,nfp8047,nfp8047,Isabel,Mitchell,1990-05-17,64,220,0.0537109375,0
19,nfp8049,nfp8049,Emma,James,1999-03-26,63,95,0.023935500125976318,0
20,nfp8050,nfp8050,Erica,Cabrera,2001-06-22,63,220,0.05542957923910305,0
21,nfp8051,nfp8051,Irma,Ortiz,2000-01-26,65,120,0.028402366863905324,0
22,nfp8057,nfp8057,Cathy,Hernández,1989-02-20,65,209,0.049467455621301774,0
23,nfp8058,nfp8058,Carol,Garza,1992-02-29,64,170,0.04150390625,0
24,nfp8060,nfp8060,Alicia,Molina,1985-12-05,62,110,0.02861602497398543,0
25,nfp8062,nfp8062,Lorena,Anderson,1991-03-08,64,120,0.029296875,0
26,nfp8063,nfp8063,Sandra,Alvarez,2000-01-23,67,115,0.02561817776787703,0
27,nfp8064,nfp8064,Kimberly,Medina,1991-05-24,68,170,0.03676470588235294,0
28,nfp8066,nfp8066,Brenda,Love,1984-12-30,62,141,0.03668054110301769,0
29,nfp8068,nfp8068,Barbara,Cruz,1983-12-19,67,201,0.04477611940298507,0
30,nfp8069,nfp8069,Nancy,Cook,2000-10-10,68,160,0.03460207612456748,0
31,nfp8072,nfp8072,Carolina,Taylor,1997-02-09,62,190,0.049427679500520294,0
32,nfp8073,nfp8073,Kathy,Jackson,1994-02-18,62,145,0.037721123829344436,0
33,nfp8074,nfp8074,Cristina,Hernandez,1986-06-07,65,300,0.07100591715976332,0
34,nfp8076,nfp8076,Alejandra,Robles,1994-02-09,67,135,0.030073513031855646,0
